country_code,year,compulsory_education_duration,education_expenditure_gdp_rate,literacy_rate,completion_rate,region,income_group,country_name,learning_outcome,gdppc,population,education_spent
BFA,2007,10.0,4.07983016967773,28.2936592102051,2.4568333079417535,Sub-Saharan Africa,Low income,Burkina Faso,339.52481,1308.5203,14309.44739,53.38540597575754
BGD,2007,5.0,2.20221996307373,46.6636009216309,36.97811889648435,South Asia,Lower middle income,Bangladesh,,2194.4223,149092.2031,48.3260059647417
BGR,2007,9.0,3.68264007568359,98.2035598754883,91.9721832275391,Europe & Central Asia,Upper middle income,Bulgaria,466.95691,13785.2276,7697.43316,507.6603161217952
BHR,2007,9.0,2.57500004768372,86.5487365722656,53.29054832458497,Middle East & North Africa,High income,Bahrain,432.759505,28884.6974,1045.412764,743.7809718232982
BHS,2007,12.0,2.23284006118774,,94.30047607421875,Latin America & Caribbean,High income,"Bahamas, The",,,,
BIH,2007,9.0,,96.6631011962891,,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina,460.80422999999996,8811.8612,3989.881824,
BLR,2007,9.0,5.15210008621216,99.5907287597656,42.96910953521731,Europe & Central Asia,Upper middle income,Belarus,,14856.9558,9733.86899,765.4452325803026
BLZ,2007,8.0,5.3358998298645,76.9029769897461,68.3176422119141,Latin America & Caribbean,Lower middle income,Belize,326.82858,,,
BMU,2007,13.0,1.98877000808716,,91.5443572998047,North America,High income,Bermuda,,,,
BOL,2007,8.0,,90.7434692382813,36.27253023783367,Latin America & Caribbean,Lower middle income,Bolivia,,4713.4484,9425.936,
BRA,2007,8.0,4.97425985336304,90.0093688964844,43.489227612813295,Latin America & Caribbean,Upper middle income,Brazil,413.4676966666667,12500.0064,192408.1916,621.7828000230106
BRB,2007,11.0,5.22038984298706,99.5999984741211,82.2382621765137,Latin America & Caribbean,High income,Barbados,,12917.439,282.0,674.3406735300492
BRN,2007,9.0,3.70590996742249,92.6711273193359,39.5932388305664,East Asia & Pacific,High income,Brunei Darussalam,,,,
BTN,2007,,7.28714990615845,52.8146896362305,,South Asia,Lower middle income,Bhutan,,,,
BWA,2007,,8.85149002075195,81.1887130737305,4.14686489105225,Sub-Saharan Africa,Upper middle income,Botswana,380.1984125,11602.0682,1889.674305,1026.9559089238353
CAF,2007,10.0,1.31332004070282,50.6451683044434,9.44592952728271,Sub-Saharan Africa,Low income,Central African Republic,,897.4783,4544.0,11.786762374858977
CAN,2007,10.0,4.7664098739624,,43.8632698059082,North America,High income,Canada,540.1119166666666,41806.8652,33037.54413,1992.6865508869503
CHE,2007,11.0,4.55798006057739,,19.4386806488037,Europe & Central Asia,High income,Switzerland,525.0934866666666,54509.5397,7687.292582,2484.533950638516
CHI,2007,,,,,Europe & Central Asia,High income,Channel Islands,,,,
CHL,2007,12.0,3.21378993988037,95.7166213989258,59.94428126017254,Latin America & Caribbean,High income,Chile,442.6866641666667,18487.9007,16452.13195,594.1622927916725
CHN,2007,9.0,1.88803994655609,90.9202117919922,52.2603607177734,East Asia & Pacific,Upper middle income,China,,7895.7129,1311877.226,84.33376565132147
CIV,2007,10.0,4.25832986831665,48.7407608032227,49.6106414794922,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire,338.41345,2380.1154,21097.16934,101.35316497860433
CMR,2007,6.0,3.07522988319397,70.6799392700195,4.72077989578247,Sub-Saharan Africa,Lower middle income,Cameroon,414.79944,2315.6069,19278.37791,71.21023536610153
COD,2007,6.0,0.814840018749237,61.2055511474609,8.70283973217011,Sub-Saharan Africa,Low income,"Congo, Dem. Rep.",364.58054,546.0368,65589.54127,7.284669767618178
COG,2007,10.0,1.6810200214386,76.1147918701172,23.94841957092285,Sub-Saharan Africa,Lower middle income,"Congo, Rep.",342.49246,4844.9702,3859.470985,81.03705488795215
COL,2007,10.0,4.08301019668579,92.6517868041992,42.489819844563804,Latin America & Caribbean,Upper middle income,Colombia,388.14331000000004,10602.3049,42423.5059,432.89319015071715
COM,2007,6.0,2.25841999053955,68.4892272949219,,Sub-Saharan Africa,Lower middle income,Comoros,326.36484,1382.5391,657.0,27.7753115004301
CPV,2007,6.0,5.40754985809326,76.1104431152344,,Sub-Saharan Africa,Lower middle income,Cabo Verde,,5597.8503,486.0,302.7065459539231
CRI,2007,11.0,4.6345100402832,94.8681869506836,47.59088961283367,Latin America & Caribbean,Upper middle income,Costa Rica,456.74397,11584.6767,4336.721426,536.8930047958485
CUB,2007,9.0,11.8682098388672,99.799072265625,54.69051647186277,Latin America & Caribbean,Upper middle income,Cuba,524.26944,5635.6883,11261.0,668.8553133084877
CUW,2007,14.0,,,,Latin America & Caribbean,High income,Curaçao,,,,
CYM,2007,12.0,,98.8678207397461,75.38579177856447,Latin America & Caribbean,High income,Cayman Islands,,,,
CYP,2007,10.0,6.28082990646362,96.8036270141602,64.90299224853517,Europe & Central Asia,High income,Cyprus,458.550305,28109.9961,901.3300804,1765.5410417545572
CZE,2007,9.0,3.84717988967896,,70.7607879638672,Europe & Central Asia,High income,Czech Republic,511.0339725,25382.8075,10275.06666,976.5222655759228
DEU,2007,13.0,4.36679983139038,,73.01415061950684,Europe & Central Asia,High income,Germany,526.3543999999999,39752.2067,82211.85903,1735.8992951495557
DJI,2007,10.0,8.40625,,,Middle East & North Africa,Lower middle income,Djibouti,,2396.0181,694.0,201.41527153124997
DMA,2007,12.0,4.02858018875122,,40.35130675633747,Latin America & Caribbean,Upper middle income,Dominica,,7698.7736,72.0,224.95687654195302
DNK,2007,9.0,7.61560010910034,,65.43456363677976,Europe & Central Asia,High income,Denmark,520.011535,44481.4688,5461.453435,3387.530786462234
DOM,2007,9.0,2.04678988456726,88.2444610595703,38.79146003723144,Latin America & Caribbean,Upper middle income,Dominican Republic,357.09944666666667,9866.458,9163.542025,201.9456643090772
DZA,2007,10.0,6.59742021560669,72.648681640625,39.54939031600954,Middle East & North Africa,Lower middle income,Algeria,381.568915,10974.7423,33865.506,331.45439163208016
ECU,2007,10.0,1.15093004703522,92.0967864990234,42.979560216267934,Latin America & Caribbean,Upper middle income,Ecuador,382.271805,8633.5844,14134.956,79.50904440920729
EGY,2007,9.0,3.68460988998413,66.3699111938477,35.66621303558347,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep.",399.39968999999996,9130.5979,77927.17596,336.4269132380833
ERI,2007,,2.12700009346008,52.5139503479004,,Sub-Saharan Africa,Low income,Eritrea,,,,
ESP,2007,10.0,4.25404977798462,97.9388427734375,58.6254514058431,Europe & Central Asia,High income,Spain,501.48894333333334,32735.4331,45789.3518,1392.5816191128536
EST,2007,9.0,4.62063980102539,99.7671966552734,32.1096496582031,Europe & Central Asia,High income,Estonia,526.6786733333333,26177.8717,1310.184267,1209.5851588315618
ETH,2007,8.0,5.45112991333008,38.995979309082,11.044050216674817,Sub-Saharan Africa,Low income,Ethiopia,,936.3744,78410.72312,51.04298501916506
FIN,2007,9.0,5.67125988006592,,30.4944190979004,Europe & Central Asia,High income,Finland,561.5285433333333,39998.5254,5288.72003,2268.4203236281764
FJI,2007,,5.89472007751465,,51.80235258738201,East Asia & Pacific,Upper middle income,Fiji,,,,
FRA,2007,10.0,5.68792009353638,,66.20608011881514,Europe & Central Asia,High income,France,513.8668083333333,36845.6851,63886.0201,1781.6316247243929
FRO,2007,,,,,Europe & Central Asia,High income,Faroe Islands,,,,
FSM,2007,,6.70687007904053,,,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts.",,,,
GAB,2007,10.0,3.82709002494812,72.2336730957031,,Sub-Saharan Africa,Upper middle income,Gabon,443.16043,13455.6125,1433.966306,407.118171192661
GBR,2007,11.0,4.92887020111084,,7.9289698600769,Europe & Central Asia,High income,United Kingdom,514.1801766666666,36816.6771,61585.67493,1814.6462266210985
GEO,2007,9.0,2.69687008857727,99.6523513793945,71.74490801493327,Europe & Central Asia,Upper middle income,Georgia,421.65358249999997,8300.1439,4820.028762,223.84409814797087
GHA,2007,11.0,5.51986980438232,57.8974685668945,16.5,Sub-Saharan Africa,Lower middle income,Ghana,306.321015,2553.1659,21876.94666,140.93143356988608
GIB,2007,10.0,,,,Europe & Central Asia,High income,Gibraltar,,,,
GIN,2007,6.0,1.84906005859375,29.7040195465088,9.95954990386963,Sub-Saharan Africa,Low income,Guinea,360.38644,1253.4077,8860.38,21.94103541015625
GMB,2007,9.0,0.816860020160675,36.8177299499512,4.0512900352478,Sub-Saharan Africa,Low income,"Gambia, The",317.91205,1557.8474,1630.0,12.725432585712554
GNB,2007,9.0,5.24617004394531,41.3577690124512,,Sub-Saharan Africa,Low income,Guinea-Bissau,,1252.5739,1412.264,65.89622384223934
GNQ,2007,6.0,2.18797993659973,88.3082962036133,,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,41277.7557,600.0,212.50156065318234
GRC,2007,9.0,3.96395993232727,93.9315490722656,57.8899695078532,Europe & Central Asia,High income,Greece,479.44613333333336,28822.9156,10975.67212,1034.2575650214733
GRD,2007,12.0,3.92673993110657,98.5999984741211,10.003589630127,Latin America & Caribbean,Upper middle income,Grenada,,,,
GRL,2007,,,,,Europe & Central Asia,High income,Greenland,,,,
GTM,2007,16.0,3.08808994293213,69.1017303466797,15.977449655532837,Latin America & Caribbean,Upper middle income,Guatemala,381.5069,6545.7524,13822.41914,202.13872155363853
GUM,2007,0.0,,99.3691482543945,86.1523666381836,East Asia & Pacific,High income,Guam,,,,
GUY,2007,6.0,2.39118003845215,,32.96383888522783,Latin America & Caribbean,Upper middle income,Guyana,,,,
HKG,2007,9.0,3.45455002784729,,59.839851061503104,East Asia & Pacific,High income,"Hong Kong SAR, China",565.91983,42230.8863,6812.197401,1458.8870944368073
HND,2007,9.0,2.61744999885559,83.5889892578125,24.3308795293172,Latin America & Caribbean,Lower middle income,Honduras,,4237.302,7521.702,82.81157145314286
HRV,2007,8.0,3.97165989875793,98.1466827392578,61.27279376983643,Europe & Central Asia,High income,Croatia,493.47506000000004,19984.0374,4069.89137,793.697999568587
HTI,2007,6.0,1.07398998737335,48.6850204467773,10.0275402069092,Latin America & Caribbean,Lower middle income,Haiti,,1541.7674,9364.0,17.49227683446738
HUN,2007,13.0,5.14305019378662,98.8582916259766,68.1636635462443,Europe & Central Asia,High income,Hungary,525.4687425,19763.7907,10053.73422,1016.4616758959321
IDN,2007,9.0,3.04425001144409,91.9822692871094,38.858621597290046,East Asia & Pacific,Lower middle income,Indonesia,412.049725,7157.3132,232152.6962,217.88650791008934
IMN,2007,,,,,Europe & Central Asia,High income,Isle of Man,,,,
IND,2007,,3.14284992218018,62.7544708251953,16.2313499450684,South Asia,Lower middle income,India,,3870.6989,1125262.973,114.06694393194881
IRL,2007,10.0,4.71398019790649,,52.796382904052756,Europe & Central Asia,High income,Ireland,521.5818866666667,52322.2313,4391.713987,2466.4596225848313
IRN,2007,8.0,4.59680986404419,82.3313217163086,42.05801486968995,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep.",425.0922075,15467.1074,71719.32712,710.9935186455089
IRQ,2007,6.0,3.55150008201599,74.0522003173828,,Middle East & North Africa,Upper middle income,Iraq,,7587.6057,29057.86104,145.54047336101527
ISL,2007,10.0,6.9443302154541,,62.3840837478638,Europe & Central Asia,High income,Iceland,508.7182366666667,41111.1543,311.4352865,2854.8943099768576
ISR,2007,11.0,5.49882984161377,91.7514114379883,73.59831237792969,Middle East & North Africa,High income,Israel,465.58641,27624.8831,7004.632557,1519.0453156137194
ITA,2007,12.0,4.10503005981445,98.416618347168,58.2332493464152,Europe & Central Asia,High income,Italy,504.1849075,36310.7349,58462.67269,1490.5665825845363
JAM,2007,6.0,5.49022006988525,79.9201202392578,32.589038848877,Latin America & Caribbean,Upper middle income,Jamaica,,7402.1784,2708.16859,406.3958841255109
JOR,2007,10.0,4.94416999816895,92.199577331543,29.490090131759658,Middle East & North Africa,Upper middle income,Jordan,454.306825,10938.8044,5722.29125,362.92648723288187
JPN,2007,9.0,3.43330001831055,,62.17437044779461,East Asia & Pacific,High income,Japan,559.890455,35892.7128,127859.8769,1112.200906593114
KAZ,2007,9.0,2.83138990402222,99.5126571655273,99.66159057617185,Europe & Central Asia,Upper middle income,Kazakhstan,541.08911,18181.0598,16090.01571,514.7766916214424
KEN,2007,8.0,7.04983997344971,72.1570281982422,9.19999980926514,Sub-Saharan Africa,Lower middle income,Kenya,426.24156,2380.7763,38248.61835,158.9921222874623
KGZ,2007,9.0,6.46700000762939,98.7016067504883,66.87814394632976,Europe & Central Asia,Lower middle income,Kyrgyz Republic,332.30789,3831.4948,5137.441093,247.78276900831966
KHM,2007,,1.59930002689362,73.6099472045898,17.030393004417444,East Asia & Pacific,Lower middle income,Cambodia,,2422.7565,13685.08281,38.74714535606692
KIR,2007,,11.9881200790405,,10.5359601974487,East Asia & Pacific,Lower middle income,Kiribati,,,,
KNA,2007,12.0,4.1938099861145,,31.6161594390869,Latin America & Caribbean,High income,St. Kitts and Nevis,,,,
KOR,2007,9.0,3.3692901134491,,68.37946383158366,East Asia & Pacific,High income,"Korea, Rep.",575.20285,29716.5704,48684.0,725.7684261402617
KWT,2007,9.0,3.75997996330261,93.664192199707,37.352779706319204,Middle East & North Africa,High income,Kuwait,358.82822500000003,73096.871,2559.787912,2577.3212386567748
LAO,2007,5.0,3.07841992378235,72.702262878418,,East Asia & Pacific,Lower middle income,Lao PDR,,3389.3641,6035.0,104.33885974392633
LBN,2007,9.0,2.58357000350952,89.6124420166016,49.3635231653849,Middle East & North Africa,Upper middle income,Lebanon,431.33637999999996,11276.5067,5356.883248,291.3364445449413
LBR,2007,6.0,,42.9410781860352,9.699580192565914,Sub-Saharan Africa,Low income,Liberia,,768.207,3469.0,
LBY,2007,9.0,2.26416993141174,86.0999984741211,20.6499996185303,Middle East & North Africa,Upper middle income,Libya,,20731.7178,5967.491018,205.22588636952398
LCA,2007,10.0,4.69669008255005,,13.99450016021729,Latin America & Caribbean,Upper middle income,St. Lucia,,9377.8958,159.0,429.0585843037773
LIE,2007,9.0,1.92119002342224,,96.6719207763672,Europe & Central Asia,High income,Liechtenstein,530.4333,,,
LKA,2007,9.0,3.05141997337341,90.8088302612305,58.135958989461265,South Asia,Lower middle income,Sri Lanka,,7283.6321,19851.10213,166.00399018965464
LSO,2007,,11.2712802886963,86.2544326782227,13.56632471084594,Sub-Saharan Africa,Lower middle income,Lesotho,341.76344,2106.8401,1917.0,231.77468414670773
LTU,2007,10.0,4.59521007537842,99.645751953125,70.66771634419756,Europe & Central Asia,High income,Lithuania,517.0951625,20138.4724,3228.670752,925.4051127521021
LUX,2007,11.0,3.55579996109009,,65.4591585795085,Europe & Central Asia,High income,Luxembourg,528.1563933333333,58369.7015,481.3958341,1796.6626532959315
LVA,2007,11.0,4.64067983627319,99.7465667724609,72.6293430328369,Europe & Central Asia,High income,Latvia,539.54764,21042.3665,2200.68812,976.5088592402045
MAC,2007,10.0,2.04345011711121,93.4997482299805,52.08811378479007,East Asia & Pacific,High income,"Macao SAR, China",521.1461266666666,,,
MAF,2007,,,,,Latin America & Caribbean,High income,St. Martin (French part),,,,
MAR,2007,9.0,5.14016008377075,52.3062591552734,5.0,Middle East & North Africa,Lower middle income,Morocco,355.34146250000003,6228.4317,31221.37078,242.65520200870557
MCO,2007,11.0,1.2438600063324,,57.1057586669922,Europe & Central Asia,High income,Monaco,,,,
MDA,2007,9.0,8.29337024688721,96.6538009643555,68.38373406728107,Europe & Central Asia,Upper middle income,Moldova,499.88382,4342.7456,3873.070907,360.15997148840347
MDG,2007,5.0,2.90274000167847,58.9359397888184,,Sub-Saharan Africa,Low income,Madagascar,336.71716,1384.185,19185.672,40.17929169223313
MDV,2007,7.0,4.41788005828857,98.3979034423828,18.84864934285483,South Asia,Upper middle income,Maldives,,,,
MEX,2007,11.0,4.69050979614258,92.7951736450195,46.03592618306477,Latin America & Caribbean,Upper middle income,Mexico,436.32327333333336,14684.728,107074.1987,688.7886053768924
MHL,2007,9.0,11.8198003768921,,,East Asia & Pacific,Upper middle income,Marshall Islands,,,,
MKD,2007,9.0,3.30014991760254,96.1289291381836,63.1988296508789,Europe & Central Asia,Upper middle income,North Macedonia,442.39548,10099.407,2065.917,262.8265069545022
MLI,2007,9.0,3.52218008041382,26.176549911499,10.32546043396,Sub-Saharan Africa,Low income,Mali,322.59448,1441.2059,12336.65093,49.83154665854886
MLT,2007,11.0,5.94750022888184,92.3630905151367,56.8135487238566,Middle East & North Africa,High income,Malta,472.459825,23048.2634,408.9308856,1370.7955184682896
MMR,2007,5.0,1.20247995853424,89.9417572021484,9.25,East Asia & Pacific,Lower middle income,Myanmar,,3542.5884,49151.45056,17.1191119420725
MNE,2007,9.0,,97.7734603881836,64.71912829081215,Europe & Central Asia,Upper middle income,Montenegro,420.90816,12027.4294,620.495,
MNG,2007,12.0,4.69013023376465,97.7688522338867,87.33705520629886,East Asia & Pacific,Lower middle income,Mongolia,434.6186975,6196.5892,2666.0,290.6281035313951
MNP,2007,,,,,East Asia & Pacific,High income,Northern Mariana Islands,,,,
MOZ,2007,,3.87146997451782,48.1588401794434,0.899999976158142,Sub-Saharan Africa,Low income,Mozambique,349.93547,1067.9665,19479.58071,42.56068770432375
MRT,2007,9.0,1.95851004123688,45.5037803649902,5.09999990463257,Sub-Saharan Africa,Lower middle income,Mauritania,278.09769,2875.0347,2981.0,54.97927233399124
MUS,2007,11.0,3.18540000915527,84.303092956543,30.304834524790465,Sub-Saharan Africa,Upper middle income,Mauritius,479.43882499999995,15519.4186,1263.899,494.3555615052447
MWI,2007,8.0,3.21566009521484,64.1342468261719,9.620100369056056,Sub-Saharan Africa,Low income,Malawi,306.9205,982.3916,13977.87999,29.127304437751736
MYS,2007,6.0,4.37253999710083,88.6877593994141,64.4276885986328,East Asia & Pacific,Upper middle income,Malaysia,472.343565,17209.5846,26331.65104,752.4959699699049
NAM,2007,7.0,6.03171014785767,76.4865875244141,26.948700428009044,Sub-Saharan Africa,Upper middle income,Namibia,353.75636499999996,7509.5268,2112.932685,434.80719578194885
